	my	name	is	javad	pourmostafa	and	i	am	from	guilan	nlp	group	at	the	university	of	.
101	-0.10405788	-0.42114237	0.06948419	0.10012597	0.13165835	-0.12566729	-0.09508473	0.2927265	-0.057431243	0.1770037	-0.5695576	-0.029483465	-0.05247523	-0.032364246	0.026015623	0.04485789	0.13833271
102	0.12675911	-0.11342606	0.0753907	0.5855278	0.26210243	0.19803427	0.008199275	0.18677557	0.14290608	0.18637344	0.22406498	0.13303995	0.14065528	-0.0017323239	0.39037442	0.08812769	-0.120073035
103	-0.09873855	-0.03820679	0.054459125	-0.1967803	-0.4403808	-0.07599466	-0.1649077	-0.15968436	-0.03499254	-0.2100713	-0.046182703	-0.45302728	0.092822075	-0.075065754	-0.013110383	-0.11694147	0.10070217
104	-0.16297033	-0.004650831	0.025776982	-0.049076755	0.04412219	-0.21352856	-0.24195205	0.21675277	-0.09367583	-0.20043172	-0.16723272	-0.11292629	-0.06329307	-0.20323761	-0.1948497	-0.24959533	-0.032492995
105	-0.29051617	-0.16762884	-0.07938239	0.315843	-0.099634655	0.031963997	-0.3731557	-0.15442444	-0.21335056	-0.22257349	0.31508404	0.13894351	-0.102917105	-0.11734994	0.18170491	-0.13048515	0.03900238
106	0.08660223	-0.13678594	-0.2329727	-0.37159264	-0.47953314	-0.17345525	-0.1009131	-0.14786935	-0.41108364	-0.28750062	-0.090693854	0.10887929	-0.2619229	0.0076591726	-0.09715061	-0.08301713	-0.22527045
107	0.34882346	0.21592554	-0.056315146	-0.1438733	0.30565488	0.055884045	0.12268862	0.13333759	-0.16942935	-0.07597675	-0.08342834	0.17384431	0.14551249	0.021894788	0.11808515	-0.0600821	-0.008215353
108	0.19410044	0.30257607	0.08565895	0.2038249	0.011348163	-0.05540354	0.18091261	-0.24455707	-0.044906683	0.035725567	0.18143643	0.18697813	0.084638774	-0.013652274	0.16564654	0.024054915	0.08999568
109	0.14377779	-0.35707623	-0.13862771	0.08848059	0.11915814	-0.008392352	0.19682443	-0.03141179	0.10779333	-0.2720082	-0.19311161	-0.1120723	0.06937597	0.06428821	-0.12453155	-0.020748228	0.12833604
110	0.13050948	0.057168614	0.0108482735	-0.82085234	-0.22147721	-0.024104204	-0.12658115	0.026175246	0.24494523	0.028476536	-0.31418234	-0.3466416	0.21699804	-0.008638382	-0.09057797	0.039134942	-0.042059034
111	0.123177186	0.096558094	0.11964226	0.27605066	0.3927494	0.002389414	0.067759186	-0.12673542	-0.0034135256	0.23325469	0.4227263	-0.526147	-0.07972273	-0.082870446	-0.27000722	0.04356712	0.034392506
112	0.0632807	0.038988624	-0.2903323	-0.031229798	0.067370996	-0.1056952	0.07947904	-0.101786874	-0.16304001	0.28795546	-0.053381156	0.11389844	0.09622598	-0.10197481	0.19558424	-0.10207952	-0.06286612
113	0.07910001	-0.009585717	0.05699736	-0.24642925	-0.20279524	-0.10604408	0.00588745	0.03565845	0.03706339	0.08012841	-0.14413695	-0.06337677	-0.28019843	-0.13569131	-0.019368159	-0.15463753	-0.17397092
114	-0.30975807	-0.40999392	0.10545868	-0.15100347	-0.24597806	-0.061323456	0.09771325	0.19754653	-0.058800705	0.19667678	-0.12271181	-0.015740212	-0.08847709	0.0857865	0.063503206	0.12891924	-0.120215535
115	-0.012085855	-0.14828031	-0.09128995	-0.06118741	-0.31000882	-0.04147273	0.07651545	-0.21978188	0.07912532	-0.026804492	-0.0183974	0.08207782	-0.12310744	-0.0061483043	-0.41069514	-0.024190001	0.10376546
116	0.06710586	0.45314145	0.15602207	-0.2833779	0.093361005	0.0060496544	0.28720665	0.640158	0.25460747	0.032200444	0.02375364	0.1538901	0.30153322	0.15858422	-0.02320934	0.045370437	0.23974662
117	-0.11876878	0.4382489	0.16682495	-0.064623885	-0.24154851	0.055896014	0.36722413	0.2054251	0.16792198	-0.16165172	-0.112129495	0.41965747	-0.08761242	0.18609218	0.27863467	0.12777796	0.01679968
118	-0.22714727	0.0958691	0.19723491	-0.094916426	0.030970674	-0.071338035	-0.24784105	-0.26154828	-0.10822014	-0.115979575	-0.047340438	-0.18481882	0.0269351	0.112620555	0.0931409	0.132119	0.013164183
119	0.23498023	0.18423454	0.06838065	0.26332653	0.21077247	0.13750483	0.3363691	0.17895447	0.078621686	0.04041741	0.018451419	-0.16176562	0.0290429	0.09044247	0.23933595	0.19208005	0.17879702
120	0.44053844	0.5521785	0.25217804	0.51086617	0.27203077	0.09478064	0.25465718	0.06868689	0.31237075	-0.2839002	-0.23027237	-0.28812614	0.4425643	0.2745682	-0.09182671	0.24737427	0.1596924
121	0.22119427	0.017128006	0.12905765	-0.06264346	0.24587408	0.04812098	0.065161884	0.16549687	0.02162478	-0.27495238	0.29849076	0.14175865	0.0790616	0.22794613	0.25286567	0.12405654	-0.09955984
