	my	name	is	javad	pourmostafa	and	i	am	from	guilan	nlp	group	at	the	university	of	.
122	-0.08211758	-0.3035801	-0.119757116	0.42526183	-0.12866308	-0.071235746	0.0038707256	-0.1653219	-0.18459696	-0.026686754	-0.3530281	-0.0570233	-0.027775317	-0.07609572	-0.44133303	-0.20246372	-0.00033453107
123	0.5499151	-0.0051164683	0.36511374	-0.32692885	-0.022075493	0.26263255	0.5132052	0.64686364	0.3199706	-0.34799996	0.7999284	0.14497538	0.12975505	0.21347171	0.23159763	0.13762406	0.1483287
124	0.16706628	-0.0564727	0.046130277	-0.20313375	0.11652181	0.07257044	-0.0039269626	0.038621202	-0.21528804	-0.008649384	-0.14202082	0.30355582	0.065663695	0.026207514	0.24816045	-0.023150876	0.0023906976
125	0.08231825	-0.0921219	0.14922413	-0.123001866	-0.4672275	-0.00020343918	0.10281251	0.35485673	0.019934753	-0.12254399	-0.52480197	-0.1211116	0.098003715	0.070194535	-0.038630847	0.041735843	0.012984633
126	-0.08586573	0.24590859	0.115817524	-0.16426273	-0.16351333	0.18640035	-0.06298421	0.34305394	0.22055401	-0.24211429	0.44282785	0.3629495	0.26257312	0.12837519	-0.3512275	-0.013966858	0.018713176
127	0.05950778	0.10278247	0.15173592	0.5059512	0.20906392	0.066703185	-0.14606825	0.09271747	0.14881396	0.3118414	0.10305389	0.02610172	-0.060456485	0.2054184	-0.09198189	0.18193822	-0.013954073
128	0.10186835	0.4512907	0.06629274	-0.16877456	-0.25674424	0.05522924	-0.08355215	0.0911551	0.31108359	-0.34900588	-0.35195944	0.017045822	-0.076671585	0.092349455	0.29043278	0.16210255	0.017909184
129	0.33835888	0.18300308	0.04136256	-0.22044097	0.28688806	0.11257518	0.27136034	0.38046238	0.13898925	-0.2267419	-0.1968625	0.23556279	-0.029264629	0.12774499	0.18974933	0.06258628	0.18022572
130	0.39743283	-0.10369686	-0.11031654	0.24310142	0.5317947	0.047646813	-0.053043053	-0.09167874	0.17772484	0.2288906	0.010031377	0.09924614	0.07976205	-0.17515536	0.0414187	-0.07998069	-0.06176822
131	0.36458054	-0.04815361	0.03447616	0.32142445	0.24543546	0.08548221	0.051283836	0.39233917	0.054332376	0.0032765898	-0.1129304	-0.044246785	0.05232483	0.089941524	0.32777098	0.1318365	0.13785204
132	-0.058077738	0.16895147	0.087089464	-0.046434484	0.12040646	-0.1448936	-0.30339658	-0.4142142	0.089570045	0.43146038	-0.26383498	0.015193392	0.0895959	-0.024981517	0.26482683	-0.07738806	0.11028394
133	-0.16479579	0.042421795	0.06759824	-0.41439518	0.11637314	0.009807775	0.029091194	0.20755455	0.2421214	0.12376567	-0.46906078	-0.049545832	0.0700773	0.033565335	-0.087267436	0.020312518	0.067949615
134	0.22736916	0.16224459	0.020334318	0.4664752	0.22801985	0.08258486	0.1463747	0.3629214	0.11923476	0.45620468	0.40631217	-0.25860074	-0.20729014	-0.1213639	-0.29147938	-0.04148849	-0.09346613
135	-0.26017234	0.07427697	-0.08069953	-0.14016259	0.33102363	0.039254386	-0.01041697	-0.20364086	0.062396042	-0.0777064	0.25022689	-0.14456888	-0.11461005	0.059703223	-0.05355614	0.020524353	0.065265946
136	-0.3417315	-0.12254445	0.11125298	0.14301975	0.048125282	-0.100438006	-0.09554243	-0.10517637	-0.04900838	0.00064259453	-0.07990768	0.015083608	0.25129816	-0.06001597	0.18182491	-0.11309753	0.08129102
137	0.08002006	0.04062876	0.07964409	-0.11293569	0.035441622	0.16532259	-0.016103089	0.15437889	-0.21631177	-0.038538504	-0.014554808	0.32333204	0.06827302	0.13908333	-0.11983024	0.14639331	0.07446936
138	0.42145246	-0.3468174	0.11820035	-0.5817278	0.07795468	-0.030841025	0.21725248	-0.13441649	-0.22719714	-0.56796026	0.37689173	0.18911588	0.046418637	-0.05639045	0.20308755	0.080112875	-0.14987525
139	0.07755024	0.02991526	0.14275602	0.33073148	0.28736377	0.10315229	0.36548346	0.4320985	-0.053168744	0.08826866	-0.05870197	0.2753535	-0.021613168	0.1507254	0.1631727	0.036849532	0.2721249
140	-0.11709414	0.18743889	-0.16238567	0.1561828	-0.052194938	-0.046583638	0.10367145	-0.3159473	0.05995614	-0.0332237	0.1855878	0.42204675	-0.09477843	0.0955011	-0.27460435	0.13639784	-0.24041912
141	8.8237226e-05	-0.07781114	0.048048645	0.2268282	-0.031246351	0.11210814	0.071429335	0.11907929	0.002438957	0.4956002	0.17492108	-0.020603627	-0.011308983	0.05537775	0.059834786	-0.009795483	0.10925897
142	0.048831105	0.36111397	0.20329018	0.4630117	0.26856595	0.15415823	0.15473492	0.43964863	0.20858328	0.1769809	0.24453487	0.07490538	0.065822884	0.05127849	-0.12365664	0.117788345	0.18610582
143	-0.06694168	0.28973404	-0.18650384	0.13057202	0.17025569	-0.05030914	-0.04441698	-0.181989	0.09573013	0.3036295	-0.18717358	-0.18078265	-0.03758809	0.03711337	0.41870338	0.13547325	0.2563935
144	-0.15072682	0.20217176	0.06834191	0.48986608	-0.1580642	0.14852738	-0.045747172	-0.06621879	-0.05450456	0.6024405	-0.026511015	0.53808916	0.21715465	0.017115671	0.09362508	0.22890308	0.26598734
145	-0.016445488	0.41688818	0.11871894	0.3960128	0.20291287	0.2286964	-0.041135997	0.050084025	0.23263209	0.37337053	0.56029874	0.440265	0.07654059	0.22476216	-0.09187143	0.21230659	-0.03376936
146	-0.04177475	-0.0427334	-0.2184357	-0.12320924	-0.47911957	-0.05603563	-0.25878	-0.32225606	0.16189425	-0.021121612	0.10213174	0.013502388	0.06959239	0.046822123	0.46739	-0.07977937	0.035853893
147	-0.320769	-0.18465012	0.08096899	-0.07793342	0.07373279	-0.072966486	-0.09271701	0.11150568	-0.061373685	0.1619585	-0.3641413	0.23278631	-0.12947497	0.03551432	-0.20346473	0.13830772	0.0462245
148	0.054874018	-0.29682168	0.115755774	0.45945695	0.4260542	0.001816656	0.016527573	0.17643884	0.03691125	0.105229184	-0.14516656	0.14150587	0.07839374	0.06578457	-0.051064987	-0.07611376	-0.09693703
149	0.26396698	0.079863444	-0.08619581	0.20966381	0.201888	-0.01569369	-0.122744024	0.077105194	-0.0227296	0.30591533	0.33817938	0.086172774	0.19481376	0.09490745	0.019171156	0.028563365	-0.022180587
150	0.41443688	-0.13204777	0.016645417	0.7055982	0.67487174	-0.060219973	0.12470404	-0.10754599	-0.07902165	0.36306825	0.32876915	0.040770013	0.06602479	0.13324627	0.2547919	0.114414796	-0.009310871
151	0.01585088	-0.064754784	-0.07335043	-0.083912626	-0.058499787	-0.1904373	-0.11255287	-0.17206874	-0.31310564	-0.46380118	0.04915488	-0.49152586	-0.32921892	-0.071156554	-0.024781572	-0.15454611	-0.17216092
152	0.24940462	-0.005734975	-0.017962353	-0.12972315	-0.22147831	-0.075072944	0.3213797	0.29525986	-0.081870645	-0.100083165	0.4716123	-0.14282508	0.12042776	-0.07788985	0.059539698	-0.08326715	-0.005217612
153	-0.19043365	-0.19452767	-0.03609687	0.27120554	0.4208225	-0.0032815211	0.006601423	-0.25145364	-0.025640791	0.13100985	-0.32519042	-0.37404704	-0.054115534	-0.06756603	0.103313595	-0.057167456	-0.087209105
154	0.07303418	-0.46755722	-0.013199389	-0.020937908	-0.2366449	-0.0792557	0.06484721	-0.10899721	-0.22911133	-0.24684349	0.14239092	-0.3065862	-0.043915793	-0.07130044	-0.13681193	-0.099351645	0.16377804
155	0.31604928	0.009366008	-0.07947475	-0.044778664	0.17260346	-0.07832434	-0.10889444	-0.008195996	-0.4158598	0.29756823	0.36342925	-0.19148587	-0.4065927	-0.070123896	-0.44301713	-0.17063424	-0.17479774
156	-0.37851226	-0.3382757	0.11069067	-0.077765256	0.21454397	-0.11072979	0.010848671	-0.01780802	-0.076673046	0.13403067	-0.038508605	-0.0127660865	0.13174899	0.031689502	0.009710339	-0.07175748	0.10674785
157	-0.03984183	-0.16226916	-0.0455654	0.47942883	0.42176223	-0.09370463	-0.028335944	-0.31894815	0.043927655	0.0025522646	0.13565251	0.06666533	0.042697787	-0.059157144	-0.23327157	-0.051497445	-0.11913514
158	0.015135914	0.2801004	0.5358278	-0.14733714	-0.067078695	0.26283953	0.16727246	-0.2962067	0.007308234	-0.1601521	-0.048778757	0.21989523	0.12823802	0.14292803	-0.14749831	0.26567993	0.115785494
159	0.23756476	-0.085828766	-0.01106894	0.14258525	-0.24543168	0.010339584	0.48490316	0.6215848	-0.030565988	0.15248516	0.75589097	-0.059787467	0.36508936	0.060210973	0.35784832	0.018799156	0.28103912
160	-0.021253496	-0.0114459945	0.08170642	0.12572221	-0.037975233	-0.09500005	-0.38851574	0.036875725	-0.19266848	0.12716028	-0.22650465	0.008104669	0.014190137	-0.121239156	0.28132725	-0.2722022	0.031466633
161	0.11090134	0.14538865	0.17231832	0.32004544	0.35864267	0.17295232	0.4192478	0.5110202	0.12633082	0.17592639	-0.03461172	0.14288443	0.2895528	0.14737351	0.69285816	0.12680483	0.08957232
162	-0.21091433	-0.18250509	-0.2441017	-0.10544936	0.24604	-0.05394903	-0.17268318	-0.3791098	-0.24818704	-0.17018338	-0.062584676	-0.027982006	-0.14102519	-0.0693221	-0.48166263	-0.0210445	-0.07640836
163	-0.19398054	-0.080826186	-0.040373713	-0.15815271	0.027323341	0.15056464	-0.067313015	-0.2535047	-0.02016357	0.33009714	0.118787594	-0.016700463	0.14470817	0.08445751	-0.19054666	0.058830917	0.09193918
164	-0.21373935	0.18418954	0.32502866	-0.21728088	0.20741925	0.22815031	-0.11283118	-0.1976832	0.3443016	0.6969532	0.6969691	0.26197174	0.1752885	0.1556729	0.80364496	0.30213436	0.10972008
165	0.47838157	0.08954475	-0.004518315	0.12173596	0.09322056	-0.16589329	-0.023909956	0.07127291	-0.034356315	0.23449112	0.2922024	0.18509497	0.26787636	0.02401318	0.30656296	-0.035255484	0.108249456
166	0.020691067	0.027561665	-0.023625433	0.78763884	0.6115599	-0.080073975	-0.11550336	-0.18571104	6.208095e-05	0.32141647	-0.17626706	0.09643309	-0.19957462	-0.11073099	-0.039871115	-0.09595247	0.044846326
167	-0.27895653	0.048145514	-0.13360748	-0.6341932	-0.3711124	-0.07624766	-0.32136172	-0.4102645	-0.072090685	-0.09006113	-0.28846326	-0.044005524	0.072209865	0.07585108	0.05332547	-0.039081857	-0.10261679
168	0.04070674	0.12309078	0.11442282	0.52911556	0.20477071	0.13422531	0.20107321	0.074624	0.3280331	0.18371916	0.19057207	0.18557058	0.053943112	0.16276608	0.4674255	0.20368783	0.011195153
169	0.05375023	0.06012221	0.13293982	-0.03627462	0.05030741	-0.0936256	0.20898551	-0.010926947	-0.28308317	0.059372205	0.4294077	-0.09597337	-0.20462868	-0.08547319	-0.05093773	-0.1786856	0.12233124
170	-0.14795774	-0.22112517	-0.13098215	-0.17111401	0.039819352	-0.065383844	-0.20854208	-0.40576392	-0.20779869	-0.27659497	-0.430206	0.17311436	-0.2756884	-0.19667883	-0.12105731	-0.26187712	-0.21443571
171	-0.20099917	-0.28871885	-0.201301	-0.19446118	0.04606357	-0.014181087	-0.18056425	0.032284956	0.028661715	-0.17757307	-0.4719934	0.18047991	-0.045307428	-0.077684574	-0.2601086	-0.11006351	-0.008580074
172	-0.36718228	-0.28493762	-0.084632844	-0.2205505	-0.56613684	-0.06793659	-0.22478881	-0.4146186	-0.3094017	-0.23946717	-0.08864603	-0.7148553	-0.40482828	-0.06719365	-0.2716332	-0.15693952	-0.2001861
173	-0.08234933	0.012086349	0.055784583	-0.06961956	0.14340948	-0.038283017	-0.35432386	-0.3186559	0.07613767	-0.17872724	-0.20376697	-0.1272279	0.122301966	-0.077250145	0.27736565	-0.028803494	0.076398134
174	-0.0072885007	0.043696027	0.024583299	0.07766263	0.10306522	-0.08451419	0.057972014	0.036945	-0.08589387	0.010425442	-0.43119466	0.18490659	-0.07310465	-0.10460725	-0.071461804	-0.23872174	0.06923392
175	0.32906443	0.046500728	-0.031059176	0.11247869	-0.16913843	0.11081994	0.23497415	0.18085259	0.29857707	0.17313348	0.3419805	0.06727298	0.11057332	0.12911816	0.23086698	0.1559368	-0.0002718866
176	0.13280198	0.12628946	0.17107351	-0.15311699	-0.1602409	0.06880427	0.109989	-0.17671481	-0.0129652405	0.06433179	-0.6067679	0.05168319	-0.19826144	0.009959472	0.29938748	0.0087185055	-0.14671269
177	0.09167391	0.31852272	0.016382225	-0.25554922	-0.18414025	0.19402401	0.27061403	0.29048604	-0.05299148	0.01865607	0.31391892	-0.06690649	0.29005876	0.24678496	-0.16232277	0.24053037	0.0020822734
178	-0.09770394	-0.07972834	-0.0070789754	0.028717892	-0.2722873	-0.0693732	-0.21412721	-0.32079357	-0.14978819	0.07111113	-0.5689658	-0.14706083	-0.19438307	-0.0021381574	-0.021593878	0.121390805	0.10946244
179	-0.42711627	0.19099511	-0.038920775	-0.15992114	-0.26910788	-0.043397978	-0.34127098	-0.17584534	-0.044949718	-0.45939627	-0.018866755	-0.07821748	-0.27404112	-0.026336279	0.18577251	0.13727875	-0.026161492
180	0.18563485	-0.0052602403	-0.04121845	-0.17229065	-0.28832397	0.15402177	0.14516248	-0.36506182	0.073995225	0.05142064	-0.1636886	-0.09549397	0.0019843169	0.04518218	0.019553185	0.01592673	-0.03565973
181	-0.23836449	0.20220423	0.13560599	0.45495978	0.35658443	-0.10171728	-0.20069692	-0.17765613	-0.16588409	0.17498799	-0.014321515	0.006045819	0.068303615	0.02776238	0.41418236	-0.013386251	-0.20662421
182	0.17721961	-0.08161231	0.045141816	-0.7265618	-0.24673602	0.049784902	-0.13603711	-0.10033053	-0.28257254	0.14242896	0.46773618	-0.38081226	-0.1782504	-0.048842803	-0.41295722	-0.06904456	-0.017169446
183	-0.06983712	0.032337375	0.39547056	-0.0067138756	-0.08976413	-0.010005479	-0.024438448	0.0258217	0.19356583	-0.3913033	0.45730102	0.21718897	-0.1339738	0.10952798	-0.09266143	0.103034236	0.144907
184	0.028843995	0.055463813	0.08459584	-0.40681008	-0.027698006	-0.033709884	-0.28123546	-0.20851165	0.040774357	-0.2698872	-0.1663106	0.25150102	-0.11316791	-0.032948017	-0.30530956	-0.07207115	-0.01813318
185	0.26076257	0.30722886	0.12960179	0.85519856	0.48222697	0.29018247	0.17943339	0.46553645	0.13921037	0.60786235	0.42306867	0.07402713	-0.08205828	0.24045207	0.112687536	0.27961892	0.26558483
186	0.26746702	0.026640942	0.074091546	-0.3903822	-0.122047275	0.025405379	0.27596426	0.007507518	0.117488384	0.04324327	-0.17672843	0.11396939	-0.13166681	0.18437275	0.26856434	0.1915657	-0.07169232
187	-0.6758954	0.008376056	0.050129283	-0.30898187	-0.68763036	-0.09491895	-0.4204929	-0.39041233	0.02963244	-0.20804904	-0.1443144	-0.023476765	-0.017087914	-0.1520549	0.15516166	-0.13809854	-0.32038027
188	0.1293295	0.2893745	0.13504899	0.60837436	0.6452982	0.09387588	0.06258805	0.029727176	0.029503271	0.28962377	0.31328693	0.20624821	0.06019318	0.11377574	-0.12680566	0.07139298	0.09019844
189	-0.06026259	-0.14336659	-0.06909913	0.24653544	-0.06122367	-0.05542297	-0.10502746	0.100285426	0.025320796	0.018323788	0.4468133	0.15824069	-0.28280362	0.047390055	-0.1442257	-0.031547762	0.038956523
190	0.19647418	0.285377	0.0042037964	0.050089125	0.08450038	-0.05941879	0.18763143	0.2692194	-0.03939838	-0.18037981	-0.15089324	-0.25653553	-0.10856906	-0.001730621	0.14873473	-0.03529884	-0.13263741
191	-0.13324718	-0.2100005	-0.19652763	0.54170024	-0.09326576	-0.08254198	-0.2507952	-0.34787735	-0.0870892	-0.14972927	-0.48080143	-0.32608846	0.08554949	-0.1647729	-0.10237698	-0.07460907	-0.08294374
192	-0.05179671	0.21198139	0.052231878	0.06503202	0.006967682	0.09404815	0.025647655	-0.27320004	0.313107	0.40803108	0.13018087	0.2752025	-0.106866375	0.19182321	0.10529008	0.20415157	0.28167325
193	0.64002514	0.0011263869	0.21959108	0.26937735	0.51299417	0.05942163	0.16667503	0.118093014	0.14639285	0.53429383	0.21115269	0.06062651	0.19297859	0.17582127	-0.21727309	0.07185039	0.09575099
194	-0.25804713	0.10148022	0.07652885	-0.08601619	-0.3186947	-0.032564096	-0.13414437	-0.054150164	-0.10493182	-0.43447906	0.10274204	-0.13367401	-0.06404629	-0.043354344	-0.3748572	-0.06867183	-0.21677367
195	-0.05643709	0.15726674	-0.13690725	0.33479553	0.093877025	-0.00620174	-0.42008716	-0.14722762	0.07354887	0.2812776	0.08505066	-0.1497442	0.039204385	0.048313398	0.16841063	-0.041217294	0.03676855
196	-0.3491042	0.12552403	-0.09007907	0.12855731	0.14450145	-0.009527377	0.036312938	0.009900786	-0.09715153	-0.50862175	-1.6459398e-05	-0.13319032	-0.07196282	-0.05466271	-0.29480636	-0.08705743	0.0024270117
197	-0.056549534	0.017386178	0.039593056	-0.18442564	0.033621244	0.09243851	0.1726244	-0.13145697	0.22760923	-0.0485869	-0.283648	0.047199603	0.014299601	0.026948836	0.35414726	-0.116652496	0.073605105
198	-0.4181937	-0.39130768	-0.1971343	-0.5079797	-0.5205678	-0.16994794	-0.7142136	-0.10458928	-0.1750687	-0.45193592	-0.5512196	-0.26221862	-0.18932791	-0.17521748	-0.34787434	-0.20257187	-0.3485675
199	-0.15609038	-0.23306926	0.08861247	0.2031133	-0.43893012	0.0003890438	-0.1479483	-0.3848186	-0.21136904	-0.21203634	-0.30626267	-0.1351852	-0.23110613	0.12020137	-0.24904458	0.07318805	-0.023093313
200	0.3374497	-0.34994635	0.052963376	1.2068107	0.63554424	0.1918748	0.58207786	0.6097537	-0.19015196	0.52832514	0.21757567	0.052869696	0.09239106	-0.014748114	0.39922065	-0.073497325	-0.08219072
201	0.27069783	-0.17996787	-0.15248887	-0.2661181	-0.29721305	-0.025048155	-0.15923107	-0.3838511	-0.11867084	-0.07566447	0.44203648	-0.021927541	-0.004549358	-0.04627886	0.21179384	-0.27950722	-0.105578
202	0.06708493	0.083442055	-0.3454836	-0.04986542	0.07530009	-0.118435845	0.016540855	-0.1677993	-0.31332618	-0.49060366	0.28124666	0.29586288	0.078846276	-0.04432131	-0.35735244	-0.17392778	0.029198408
203	-0.078502215	0.29595262	0.074472174	-0.21931468	-0.1148295	0.027878525	-0.09107209	-0.19622162	-0.039105613	0.3743614	-0.23503801	-0.10009224	0.10808006	0.11319653	-0.09149452	0.06400482	0.092548534
204	-0.063216716	-0.44440344	-0.27969185	0.31547597	0.10469389	-0.034023814	0.018593743	-0.18010783	-0.18573737	0.29655313	-0.111665115	-0.009671272	-0.13524938	-0.013909055	0.12603283	-0.05039382	0.26643634
205	0.098720066	-0.042711455	-0.07452062	0.22389172	-0.061849996	-0.046866216	0.0458342	0.28655922	0.110300645	-0.08971709	0.12810284	0.03446409	-0.021384828	-0.16024545	-0.26430452	-0.044425946	-0.13040167
206	-0.30312404	-0.20967168	-0.21438149	-0.35360944	-0.23248404	-0.09008999	-0.28081477	-0.20139433	0.04918558	-0.33143386	-0.047946315	-0.07414924	0.1744928	-0.023832334	-0.07841321	0.008486778	-0.14764383
207	-0.00825879	0.057005115	0.1457719	0.18083926	0.10415077	-0.034416523	0.18501723	-0.044741005	0.21491879	0.024000525	-0.28117296	-0.08590448	0.04010114	0.011908753	-0.1651525	0.06514719	0.20990181
208	0.023457512	0.28299066	0.18845955	0.7763959	0.44157168	0.25534296	0.03224781	0.23262435	-0.23672165	0.6443864	-0.102239996	0.17435317	0.21758349	0.044407092	0.38659984	0.075381234	0.17682022
209	-0.31881785	0.20527832	-0.12054521	0.5660308	0.1942035	0.09677821	-0.0015265346	0.2219806	0.28303498	0.43693393	0.48647773	0.06749244	0.4221374	0.102516286	0.47460195	0.111243784	-0.07810937
210	0.33017793	-0.059616003	0.1929718	0.5975443	0.93946207	0.20841143	0.16549124	0.14787227	0.10398625	0.5432191	0.058898978	0.23202167	0.28144163	0.2365979	0.4080158	0.249705	0.15883127
211	0.14170134	0.0934349	0.089923024	1.0867722	0.06251031	0.02969283	-0.020355456	-0.21581078	-0.11651734	0.158994	0.31145245	0.15096174	-0.13084082	0.10220282	-0.3168047	0.16696262	-0.12386325
212	0.24437527	0.023971384	0.11084992	-0.22253606	-0.15563169	-0.015943494	0.10413605	-0.12489878	0.07138995	-0.32273006	-0.27819115	-0.2517794	0.09256176	-0.008918211	0.31128845	0.040472314	-0.036650956
213	-0.41334352	-0.0827434	0.23913512	0.33684504	-0.148764	-0.03577858	-0.19742346	-0.0492025	-0.013091727	0.06208637	-0.27901006	0.0657098	-0.025292829	-0.05341251	-0.2660973	-0.14532997	-0.03591609
214	-0.18534277	0.026891654	-0.05817662	0.103728	-0.14295608	0.0021559	-0.25134772	-0.6793804	-0.114871286	-0.19072245	-0.41890928	0.16835704	-0.2080957	0.06603141	-0.2782978	0.016763419	-0.08090585
215	-0.32691297	0.13383117	-0.15256444	-0.08005727	-0.050093837	0.080245815	-0.13146849	-0.36802036	-0.16951965	-0.14324382	-0.38017166	-0.12061229	-0.015356928	-0.10561904	0.2068757	-0.112726204	-0.052341584
216	-0.12416574	0.083347104	-0.049996715	0.26393053	0.14265783	-0.03135526	-0.06753898	-0.13738552	0.118207686	0.04458627	0.58890504	0.32094386	-0.300706	0.09935449	-0.15507838	0.017435126	-0.04318285
217	-0.18198155	0.39385766	-0.29805672	-0.5837192	-0.4330221	-0.22676381	-0.11853127	-0.40096885	-0.16995077	0.3442743	-0.5410987	-0.20547616	-0.007047467	-0.26360327	-0.12620929	-0.1917664	-0.15263894
218	-0.275811	-0.09042675	-0.1642828	-0.14630666	-0.27161208	-0.11578932	-0.00047115982	0.014358565	-0.025375549	-0.31643096	-0.19047019	-0.2727401	-0.008604333	-0.13578916	0.21550359	-0.044960957	-0.12675652
219	0.31204972	-0.14363265	-0.053028315	0.63202405	0.15931678	-0.05957872	0.36872816	0.071617156	0.028969787	0.44314507	0.17800966	-0.63697964	0.043435246	0.029792702	-0.37675437	0.08563766	0.13355258
220	-0.24644144	0.02927815	0.057366908	-0.31394753	-0.04896288	-0.07441976	-0.1383937	0.08821482	-0.011381822	0.24908935	-0.041498303	-0.018258583	0.13337241	-0.0049288035	-0.24299486	0.07934122	0.04598952
221	-0.18277991	-0.09060594	-0.12153707	0.009849183	-0.18405728	-0.12870733	-0.024653934	-0.005584359	0.00898525	-0.2263591	-0.2461278	0.20878142	0.0558078	-0.03290271	0.10661459	-0.046213105	-0.06391432
222	-0.08043654	-0.11698849	-0.27409548	-0.6158111	-0.33137548	-0.10199409	-0.013609298	-0.24926364	-0.100309946	-0.4184962	-0.20338407	-0.16301711	-0.10395619	-0.048589837	-0.19684131	-0.20254534	0.12743852
223	-0.080790386	0.24277544	-0.12438282	0.0074722483	0.1441934	0.06496854	-0.10761067	-0.08635301	0.19523509	-0.13237834	0.06778248	0.34110695	0.042600438	0.1460895	0.3247621	0.26274097	-0.10520381
224	0.026285619	0.2058182	0.30366457	0.03971862	0.09942916	-0.07038836	0.14113146	0.038054466	-0.26481563	-0.35470232	-0.30410647	-0.0035261856	-0.19164954	-0.033256844	-0.5155124	-0.09105313	-0.12273717
225	0.172712	-0.063298345	0.0038797557	-0.34916452	0.067325324	-0.04013054	0.029727548	-0.20062986	-0.11915624	-0.5457083	-0.2260317	-0.20059076	-0.05732011	0.07407641	-0.4093401	0.07772078	0.0815095
226	-0.32094967	-0.35643375	-0.11727449	-0.00036042533	-0.09152701	-0.14739895	-0.030724913	0.03082776	-0.23741905	-0.12116815	0.27626666	-0.63374037	-0.20715488	-0.18396208	-0.25866053	-0.15454492	0.055436507
227	-0.00936535	-0.23441045	0.3007946	-0.29442376	-0.679031	-0.09883895	0.23215008	0.35119992	-0.29037443	-0.20470442	-0.050911073	-0.32387567	-0.025885921	0.03973089	-0.44414228	0.042321377	-0.18559742
228	-0.01805291	0.03862639	-0.014036879	0.35214093	0.25244632	0.11613549	-0.006569563	0.05201447	0.07701661	0.4641299	-0.09095916	-0.15215316	0.038309496	0.0035700458	0.05627723	0.11742357	0.107269645
229	-0.0037561134	0.038826946	0.0051858425	-0.10981825	0.12591681	0.15870824	0.10441112	0.0023551285	0.13312542	0.103600055	0.22996616	0.52263105	0.0410859	-0.029934932	-0.0501561	-0.08604148	0.098527364
230	-0.08350116	0.20895657	0.014407674	0.2751627	0.09800509	0.06929989	0.11081925	-0.099698976	0.18051738	-0.17477854	-0.0270159	0.37599674	0.23982635	0.13166592	0.38641924	0.08761084	0.06621967
231	0.10919857	-0.007720709	0.056016564	-0.09763981	-0.09962256	0.031897265	0.016596854	0.09322217	0.33469266	-0.111806065	-0.31164023	0.037170164	-0.033461437	0.18358244	-0.046327177	0.21365172	0.22511989
232	-0.0074429214	0.051788196	-0.24088345	-0.7796283	-0.19307551	-0.028738104	-0.24005619	0.28334826	-0.18891771	-0.21260954	-0.0892204	-0.19642721	0.03593275	-0.12839328	-0.116812855	-0.13597305	-0.19452214
233	-0.17029636	0.04525873	0.034850042	0.20861262	-0.40771836	-0.08463381	0.017119959	0.17708679	0.05699694	0.1622833	-0.16040826	-0.010493704	0.114892185	-0.02722713	-0.38719827	-0.029986978	-0.05884214
234	-0.061548054	-0.16008905	-0.17189614	0.016491089	0.28015366	-0.14864025	0.09985883	0.15530378	-0.22412327	0.12649544	0.019778755	-0.0032203775	0.17574297	-0.055763096	0.021695567	-0.021052927	0.060798228
235	-0.048034854	-0.022751838	-0.042361602	-0.12743106	-0.0047651404	0.113978304	0.31431952	-0.037914194	0.057391364	-0.56268805	0.34090626	0.38884425	0.036293693	-0.015631659	-0.04002614	0.026222497	0.08935028
236	0.03635232	0.08602987	-0.1746794	-0.026092725	0.18307284	0.072688006	-0.025396481	0.25228217	-0.092850536	-0.071228795	0.17523412	-0.3363328	-0.034194782	0.018481094	0.39228696	-0.06374118	-0.050251245
237	-0.061707143	-0.21987922	-0.23827735	0.25418922	0.02525643	-0.06575187	-0.10787392	0.2563067	-0.07324073	0.12464391	0.023363305	0.17878923	0.13228601	-0.09607789	0.19011232	-0.083649	-0.07588452
238	-0.007404566	-0.09566049	-0.01851511	0.48779574	0.03074065	-0.013296208	-0.24260539	-0.39742386	-0.06643556	0.18050684	-0.01868675	0.053023286	-0.15981859	0.0108906375	-0.115190946	0.016565546	-0.13477519
239	0.030457165	-0.14513257	-0.015014373	0.19590032	-0.048967063	0.08516438	0.30304292	-0.056965515	-0.097719304	-0.19027117	-0.25021827	-0.25512686	-0.0012274384	-0.030878367	0.055412516	0.04354102	-0.1939717
240	0.03315264	-0.17766683	-0.21178944	0.0998037	-0.08751304	0.025052868	0.15428421	0.20629813	-0.026805103	0.3398067	0.077339254	0.31543803	0.14254902	-0.08280449	-0.3905118	-0.039011825	0.0008947551
241	0.113805175	0.06758091	0.16821831	0.07588857	-0.17072845	0.016866617	0.08370598	0.16840997	0.0572818	-0.034815677	0.2013394	0.09662166	-0.025759347	-0.035578296	0.17912647	-0.009974718	0.24308641
242	0.2537812	0.013157617	0.12561367	0.0013113444	0.024111018	-0.045257237	0.06319103	0.22099045	0.15476997	0.03999204	0.26951584	0.105107106	0.15796463	0.17598504	-0.2505588	0.13426813	-0.042496324
243	0.23103741	0.091871426	-0.11843315	0.46580595	0.09130887	-0.04292517	0.1530842	-0.03245204	0.040247064	-0.27392587	0.09065108	-0.033729628	0.13580148	0.04457669	-0.052618485	0.063209064	0.016901039
244	-0.14051867	0.03180358	0.29392552	-0.014175789	-0.441687	0.123293675	-0.011504501	0.16025122	-0.15614443	0.30406025	-0.6086728	-0.010730724	-0.06582477	0.20948619	0.14345059	0.22825281	0.15118349
